[05-Dec-2025 01:03:06 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:06 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:06 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:06 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:03:11 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:11 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:11 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:11 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:03:17 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:17 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:17 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:17 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:03:46 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:46 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:46 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:46 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:03:58 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:03:58 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:03:58 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:03:58 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:04:00 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:04:00 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:04:00 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:04:00 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:04:00 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:04:00 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:04:00 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:04:00 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:04:22 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:04:22 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:04:22 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:04:22 America/New_York] Header: User logged in successfully. ID: 3
[05-Dec-2025 01:05:51 America/New_York] Header: Session ID: 0v62foadn5pj124clb33g4jhgi
[05-Dec-2025 01:05:51 America/New_York] Header: User ID in session: 3
[05-Dec-2025 01:05:51 America/New_York] Header: Email in session: demo2@gmail.com
[05-Dec-2025 01:05:51 America/New_York] Header: User logged in successfully. ID: 3
[11-Dec-2025 10:13:25 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:13:26 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:13:27 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:53:34 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:53:35 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:53:35 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:53:35 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:53:55 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:53:58 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:53:59 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:53:59 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:54:31 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:54:31 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:54:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:54:44 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:57:12 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:57:12 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:57:18 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:57:18 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:57:21 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:57:21 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:57:23 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:57:23 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:57:23 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:57:23 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:57:24 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:57:24 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:57:24 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:57:24 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:57:25 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:57:25 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:39 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:39 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:40 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:40 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:41 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:41 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:42 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:42 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:43 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:43 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:43 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:43 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:43 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:43 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:44 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:44 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:45 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:45 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 10:59:58 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 10:59:58 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:02:45 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:02:45 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:02:47 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:02:47 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:02:55 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:02:55 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:03:43 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:03:43 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:03:44 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:03:44 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:17 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:17 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:33 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:33 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:33 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:33 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:37 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:37 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:37 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:39 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:39 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:39 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:39 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:50 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:50 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:04:50 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:04:50 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:05:33 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:05:33 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:05:34 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:05:34 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:05:34 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:05:34 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:05:36 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:05:36 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:24 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:24 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:25 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:25 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:25 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:25 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:25 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:25 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:25 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:25 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:27 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:27 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
[11-Dec-2025 11:11:33 Asia/Kolkata] Company Settings - Company ID: 4, Logo from DB: NULL
[11-Dec-2025 11:11:33 Asia/Kolkata] Company Settings - Logo check: hasLogo=false, logo=NULL
